index;label;degree_in;degree_out;degree_total;weight;compound_type;domain
1895;b2253;0;1;1;42237.0459;protein;all
1129;b3786;0;1;1;42244.093;protein;all
1670;b3631;0;1;1;42283.6126;protein;all
776;b2907;0;1;1;42287.7962;protein;all
1830;b1440;0;1;1;42294.6867;protein;all
696;b3957;0;2;2;42346.8451;protein;all
692;b0182;0;1;1;42381.9724;protein;all
1156;b0979;0;1;1;42423.342;protein;all
1678;b3653;0;1;1;42424.6348;protein;all
1380;b1849;0;2;2;42433.1807;protein;all
1159;b0734;0;1;1;42452.6235;protein;all
597;b4478;0;1;1;42522.3821;protein;all
1406;b1528;0;3;3;42537.6961;protein;all
408;gdp * rsgA;1;1;2;42563;assembly;all
669;b2323;0;12;12;42612.8728;protein;all
403;gtp * rsgA;2;1;3;42643;assembly;all
1738;b0070;0;1;1;42712.727;protein;all
1258;b3605;0;2;2;42727.7068;protein;all
1737;b2170;0;1;1;42745.5886;protein;all
1890;b1907;0;1;1;42818.5959;protein;all
634;b1613;0;1;1;42849.4195;protein;all
855;b0593;0;1;1;42931.1288;protein;all
775;b0662;0;1;1;42952.9913;protein;all
756;b3803;0;1;1;42962.4918;protein;all
1142;b2036;0;1;1;42965.3292;protein;all
1550;b1261;0;1;1;42982.5358;protein;all
1828;b1126;0;1;1;43027.7235;protein;all
670;b1095;0;9;9;43045.2834;protein;all
620;b0333;0;1;1;43101.6668;protein;all
1561;b2599;0;2;2;43110.836;protein;all
960;b3617;0;1;1;43116.5547;protein;all
1803;b2032;0;1;1;43187.6168;protein;all
6;peptide;160;0;160;43200;placeholder;all
912;b3008;0;2;2;43211.8738;protein;all
901;b2810;0;1;1;43233.6609;protein;all
1592;b1185 * b3860;1;1;2;43246.2296;assembly;all
1632;b0591;0;1;1;43281.4464;protein;all
462;eftu;0;1;1;43283;protein;all
1398;b2296;0;1;1;43289.9501;protein;all
815;b3990;0;1;1;43319.6251;protein;all
492;b2871;0;1;1;43327.0851;protein;all
1761;b2010;0;5;5;43345.5345;protein;all
541;b3115;0;2;2;43383.6187;protein;all
1240;b4034;0;1;1;43387.0886;protein;all
864;b0173;0;1;1;43387.5375;protein;all
791;b3639;0;2;2;43437.6443;protein;all
1318;b2393;0;7;7;43475.2328;protein;all
1862;b3089;0;2;2;43477.1944;protein;all
1086;b2235;0;1;1;43516.7509;protein;all
923;b2582 * b2762;1;1;2;43530.0718;assembly;all
1554;b4054;0;3;3;43537.2948;protein;all
480;b0928;0;3;3;43572.8376;protein;all
1278;b0996;0;1;1;43606.0714;protein;all
1760;b0839;0;5;5;43608.3764;protein;all
1015;b1622;0;1;1;43641.3564;protein;all
1525;b0336;0;1;1;43649.0677;protein;all
494;b2028;0;1;1;43656.3516;protein;all
700;b1748;0;2;2;43664.8446;protein;all
115;eftu * gdp;400;1;401;43726;assembly;all
699;b3359;0;2;2;43766.4533;protein;all
106;eftu * gtp;2;20;22;43806;assembly;all
1064;b2552;0;2;2;43867.1171;protein;all
942;b1661;0;4;4;43908.5106;protein;all
575;b2542;0;1;1;43977.6943;protein;all
735;b0727;0;1;1;44010.8749;protein;all
1219;b2243;0;1;1;44107.5672;protein;all
1502;b1592;0;1;1;44152.8533;protein;all
1509;b2677;0;1;1;44162.2825;protein;all
959;b2913;0;1;1;44175.2478;protein;all
1610;b2392;0;2;2;44193.1331;protein;all
1348;b0574;0;1;1;44304.3514;protein;all
1733;b0842;0;2;2;44320.4178;protein;all
1719;b3161;0;2;2;44332.0169;protein;all
507;b4383;0;2;2;44369.4379;protein;all
1759;b0632;0;5;5;44443.4377;protein;all
1786;b0451;0;1;1;44514.1721;protein;all
651;b3380;0;1;1;44558.99;protein;all
713;b0243;0;1;1;44629.5476;protein;all
690;b1302;0;1;1;44728.5441;protein;all
1798;b2035;0;1;1;44743.7628;protein;all
723;b3189;0;1;1;44817.1296;protein;all
636;b4322;0;1;1;44837.4956;protein;all
1597;b3792;0;1;1;44959.0823;protein;all
1900;b2497;0;1;1;45059.5717;protein;all
819;b2530;0;1;1;45088.9943;protein;all
504;b4467;0;1;1;45109.6448;protein;all
1245;b0038;0;2;2;45126.2532;protein;all
1889;b3709;0;1;1;45210.0993;protein;all
805;b2551;0;5;5;45316.0548;protein;all
1218;b2242;0;1;1;45356.71;protein;all
881;b0154;0;1;1;45365.6295;protein;all
1909;b3578;0;1;1;45367.632;protein;all
1801;b2037;0;1;1;45382.0419;protein;all
824;b2315;0;1;1;45405.1343;protein;all
1455;b3528;0;6;6;45435.7319;protein;all
1431;b3502;0;1;1;45496.8568;protein;all
1901;b1006;0;1;1;45556.8723;protein;all
1701;b2817;0;2;2;45633.8873;protein;all
1601;b0585;0;2;2;45651.3786;protein;all
973;b2779;0;1;1;45654.4073;protein;all
1746;b1002;0;2;2;45682.3845;protein;all
545;b0516;0;1;1;45693.4865;protein;all
1456;b4138;0;5;5;45750.1607;protein;all
750;b1136;0;1;1;45756.1841;protein;all
689;b2662;0;1;1;45774.1064;protein;all
1892;b3787;0;1;1;45838.205;protein;all
840;b0931;0;1;1;45896.7234;protein;all
1389;b4005;0;1;1;45939.8369;protein;all
1666;b3415;0;1;1;45966.0853;protein;all
1259;b4265;0;3;3;46040.7278;protein;all
1731;b1250;0;1;1;46062.0321;protein;all
1568;b0908;0;1;1;46095.263;protein;all
1007;b2020;0;1;1;46109.799;protein;all
1319;b2406;0;6;6;46139.3104;protein;all
1464;b2838;0;1;1;46176.7066;protein;all
722;b2523;0;2;2;46179.6223;protein;all
1715;b0401;0;3;3;46208.1588;protein;all
1357;b3456;0;2;2;46268.7468;protein;all
883;b1210;0;1;1;46306.2721;protein;all
1317;b2964;0;11;11;46388.7172;protein;all
1667;b4476;0;1;1;46415.412;protein;all
531;b2221 * b2222;1;1;2;46485.3592;assembly;all
1835;b0692;0;2;2;46494.3452;protein;all
1739;b0343;0;1;1;46502.6956;protein;all
640;b2342;0;8;8;46529.9712;protein;all
1474;b4132;0;1;1;46664.5131;protein;all
478;b3572;0;1;1;46710.695;protein;all
1422;b4115;0;1;1;46842.0701;protein;all
1593;b3622;0;2;2;46877.0785;protein;all
1662;b3093;0;2;2;46891.7714;protein;all
1860;b2796;0;1;1;46905.789;protein;all
1216;b0088;0;1;1;46973.0941;protein;all
1518;b2514;0;1;1;47028.8824;protein;all
1354;b2587;0;1;1;47051.9662;protein;all
1607;b0980;0;2;2;47056.2735;protein;all
1653;b3691;0;1;1;47076.1471;protein;all
662;b2095;0;1;1;47108.176;protein;all
894;b0004;0;2;2;47113.2536;protein;all
1640;b4321;0;2;2;47137.3867;protein;all
1458;b4077;0;2;2;47158.5953;protein;all
603;b1301;0;1;1;47168.9902;protein;all
659;b3132;0;1;1;47191.8604;protein;all
626;b3903;0;2;2;47198.8751;protein;all
1139;b4382;0;2;2;47206.6012;protein;all
1771;b3633;0;2;2;47290.4705;protein;all
795;b0774;0;1;1;47335.1148;protein;all
558;b2045;0;1;1;47342.9875;protein;all
1378;b4177;0;1;1;47344.3824;protein;all
834;b4390;0;1;1;47345.2579;protein;all
1221;b1109;0;3;3;47358.1324;protein;all
1194;b0086;0;1;1;47446.5803;protein;all
1586;b2895 * b3924;1;1;2;47450.5615;assembly;all
1585;b0684 * b3924;1;1;2;47487.3092;assembly;all
679;b4015;0;1;1;47520.9986;protein;all
1539;b1637;0;1;1;47526.3942;protein;all
1268;b2223;0;3;3;47527.1876;protein;all
1141;b3176;0;1;1;47543.0352;protein;all
1641;b2801;0;1;1;47544.3402;protein;all
1636;b3370;0;2;2;47575.973;protein;all
1122;b0337;0;1;1;47590.4032;protein;all
482;b1189;0;1;1;47606.7473;protein;all
1604;b0789;0;7;7;47632.9148;protein;all
1866;b1981;0;1;1;47816.8149;protein;all
966;b2366;0;1;1;47900.0121;protein;all
1457;b4123;0;5;5;47934.6886;protein;all
1699;b4169;0;2;2;47984.6384;protein;all
730;b0720;0;1;1;48014.4729;protein;all
347;rlmD;1;1;2;48051.7;assembly;all
335;rsmB;1;1;2;48346.9;assembly;all
1642;b0621;0;2;2;48411.6703;protein;all
1536;b0893;0;2;2;48413.476;protein;all
1646;b3453;0;1;1;48448.1509;protein;all
1113;b0477;0;2;2;48448.2173;protein;all
967;b4471;0;1;1;48521.1389;protein;all
1489;b4024;0;1;1;48531.1434;protein;all
1542;b2344;0;7;7;48540.9635;protein;all
941;b1761;0;1;1;48580.831;protein;all
979;b3430;0;1;1;48697.1057;protein;all
1185;b1602;0;1;1;48722.4643;protein;all
969;b2797;0;2;2;48752.4229;protein;all
853;b2265;0;1;1;48763.9628;protein;all
884;b3500;0;1;1;48771.9472;protein;all
606;b2788;0;1;1;48849.0043;protein;all
1314;b3654;0;3;3;48867.4837;protein;all
1861;b3116;0;2;2;48878.4055;protein;all
968;b1814;0;2;2;48906.1351;protein;all
552;b1398;0;1;1;48952.3213;protein;all
1655;b3127;0;3;3;49008.6523;protein;all
605;b2787;0;1;1;49140.4462;protein;all
1654;b2789;0;3;3;49141.4991;protein;all
638;b3730;0;2;2;49189.4964;protein;all
694;b2818;0;1;1;49194.6058;protein;all
1203;b2284;0;1;1;49291.8928;protein;all
685;b1745;0;1;1;49297.965;protein;all
1232;b3256;0;1;1;49320.1891;protein;all
1120;b2441;0;1;1;49402.497;protein;all
1837;b0383;0;1;1;49437.9992;protein;all
1652;b4356;0;1;1;49439.9524;protein;all
1544;b1262;0;2;2;49491.724;protein;all
1423;b1605;0;1;1;49500.8848;protein;all
1059;b0512;0;1;1;49601.0646;protein;all
702;b3073;0;1;1;49660.8104;protein;all
1710;b0112;0;4;4;49689.5407;protein;all
1795;b1223;0;2;2;49692.8349;protein;all
604;b3565;0;2;2;49741.4142;protein;all
1286;b2429;0;1;1;49801.3459;protein;all
1041;b4233;0;2;2;49873.5565;protein;all
1872;b0072;0;1;1;49881.2923;protein;all
1796;b1469;0;1;1;49889.5403;protein;all
708;b3172;0;1;1;49897.8317;protein;all
1243;b4036;0;7;7;49911.6431;protein;all
757;b3368;0;3;3;49950.8154;protein;all
1005;b2023 * b2025;1;1;2;50106.7315;assembly;all
814;b2260;0;1;1;50184.0678;protein;all
1143;b2883;0;1;1;50243.6295;protein;all
1346;b0572;0;1;1;50268.9699;protein;all
1680;b2240;0;1;1;50309.811;protein;all
707;b3960;0;1;1;50317.6366;protein;all
1295;b3732;0;1;1;50324.8256;protein;all
1503;b0155;0;1;1;50348.1235;protein;all
1727;b3290;0;2;2;50367.17;protein;all
633;b2048;0;1;1;50461.9829;protein;all
749;b1611;0;1;1;50488.3345;protein;all
1768;b0260;0;1;1;50525.1973;protein;all
1605;b3666;0;4;4;50605.9889;protein;all
1541;b3591;0;1;1;50606.6002;protein;all
618;b4119;0;1;1;50656.5313;protein;all
1270;b1101;0;1;1;50675.9252;protein;all
1809;b0576;0;2;2;50676.6948;protein;all
733;b0116;0;3;3;50687.8792;protein;all
976;b1676;0;1;1;50728.8721;protein;all
1426;b4193;0;1;1;50736.9478;protein;all
691;b1444;0;1;1;50829.4048;protein;all
1836;b1296;0;1;1;50852.3875;protein;all
850;b1812;0;2;2;50968.9339;protein;all
1657;b2943;0;2;2;50981.917;protein;all
1682;b3052;0;2;2;51050.0078;protein;all
1267;b2663;0;1;1;51079.4886;protein;all
1887;b4240;0;1;1;51080.1455;protein;all
572;b2538;0;1;1;51108.6025;protein;all
975;b1854;0;1;1;51356.5887;protein;all
579;b1198;0;1;1;51448.0239;protein;all
1332;b2029;0;1;1;51480.6506;protein;all
1595;b3793;0;1;1;51516.6192;protein;all
1345;b1131;0;2;2;51542.1581;protein;all
1375;b4244 * b4245;1;1;2;51547.3802;assembly;all
1261;b3962;0;1;1;51559.8032;protein;all
1376;b4208;0;5;5;51659.0506;protein;all
1377;b0007;0;2;2;51662.291;protein;all
1405;b2841;0;1;1;51683.8767;protein;all
1817;b3258;0;1;1;51716.4075;protein;all
718;b2661;0;1;1;51719.4475;protein;all
1444;b2484;0;1;1;51753.9597;protein;all
1755;b3182;0;9;9;51797.7105;protein;all
936;b3870;0;1;1;51903.1659;protein;all
934;b3213;0;1;1;52014.7104;protein;all
1395;b2508;0;1;1;52021.8558;protein;all
1195;b2276;0;1;1;52043.4491;protein;all
1513;b0526;0;1;1;52201.5189;protein;all
555;b2803;0;1;1;52258.0801;protein;all
614;b1415;0;2;2;52272.1715;protein;all
917;b1064 * b2762;1;1;2;52325.3872;assembly;all
490;b4139;0;1;1;52355.5648;protein;all
1388;b0511;0;1;1;52455.4277;protein;all
906;b2751;0;1;1;52557.816;protein;all
1501;b0930;0;1;1;52569.7937;protein;all
570;b3564;0;2;2;52617.6442;protein;all
1758;b4120;0;1;1;52635.7703;protein;all
940;b1493;0;1;1;52667.535;protein;all
939;b3517;0;1;1;52684.5637;protein;all
755;b3867;0;1;1;52728.4125;protein;all
911;b3708;0;3;3;52772.8594;protein;all
952;b2585;0;7;7;52801.1363;protein;all
977;b3429;0;1;1;52821.7612;protein;all
1486;b1801;0;3;3;52880.5195;protein;all
1867;b3063;0;1;1;52905.7902;protein;all
1578;b0312;0;2;2;52910.5159;protein;all
720;b0237;0;3;3;52914.7747;protein;all
1729;b3849;0;1;1;52959.0813;protein;all
837;b2049;0;1;1;53015.6678;protein;all
717;b1746;0;1;1;53025.6779;protein;all
1491;b0612;0;1;1;53091.9208;protein;all
562;b1297;0;2;2;53176.5796;protein;all
337;rsmF;1;1;2;53226.9;assembly;all
1043;b0433;0;3;3;53244.5368;protein;all
1193;b0085;0;1;1;53342.9912;protein;all
1811;b3493;0;1;1;53388.416;protein;all
532;b1300;0;2;2;53417.9723;protein;all
1288;b3224;0;1;1;53550.592;protein;all
1749;b2156;0;1;1;53575.2399;protein;all
635;b4323;0;1;1;53579.589;protein;all
1907;b4031;0;1;1;53607.4082;protein;all
594;b1896;0;1;1;53610.4896;protein;all
1215;b0091;0;1;1;53625.3298;protein;all
619;b1385;0;1;1;53698.5016;protein;all
1053;b4070;0;1;1;53702.3342;protein;all
1810;b2987;0;1;1;53808.0925;protein;all
503;b2979;0;1;1;53811.0831;protein;all
832;b2400;0;1;1;53815.1;protein;all
649;b2920;0;1;1;53823.8245;protein;all
1726;b1363;0;1;1;53943.1232;protein;all
512;b0334;0;1;1;53951.1183;protein;all
600;b3092;0;2;2;53986.5704;protein;all
1091;b1982;0;1;1;53994.2327;protein;all
568;b3904;0;1;1;54068.4265;protein;all
766;b3774;0;3;3;54068.4274;protein;all
548;b3091;0;1;1;54092.4626;protein;all
1430;b1453;0;1;1;54232.4337;protein;all
1061;b2710;0;1;1;54233.576;protein;all
1818;b1015;0;2;2;54343.5177;protein;all
1186;b1603;0;1;1;54622.7965;protein;all
547;b1521;0;1;1;54807.6092;protein;all
1603;b1249;0;7;7;54821.7232;protein;all
1521;b4111;0;4;4;54845.1589;protein;all
880;b3779;0;1;1;54870.5027;protein;all
719;b4260;0;2;2;54879.205;protein;all
818;b0423;0;1;1;54972.4232;protein;all
1401;b1900;0;1;1;55017.588;protein;all
1846;b3749;0;1;1;55040.9799;protein;all
1677;b1492;0;1;1;55075.9979;protein;all
521;b3580;0;2;2;55154.2284;protein;all
740;b0615;0;1;1;55172.0798;protein;all
1297;b3734;0;1;1;55221.4083;protein;all
1843;b4485;0;1;1;55259.3533;protein;all
550;b2901;0;1;1;55360.1312;protein;all
667;b3061 * b3062;1;1;2;55412.4123;assembly;all
781;b3843;0;1;1;55603.0895;protein;all
1339;b1852;0;1;1;55703.7783;protein;all
1293;b3736 * b3737 * b3738;1;2;3;55822.6571;assembly;all
549;b0062;0;1;1;56073.3549;protein;all
970;b3612;0;1;1;56193.2416;protein;all
1898;b3772;0;1;1;56194.5798;protein;all
563;b3926;0;1;1;56230.1095;protein;all
533;b3588;0;2;2;56305.6913;protein;all
596;b3128;0;1;1;56400.9374;protein;all
1649;b2149;0;1;1;56414.6108;protein;all
1685;b0830;0;1;1;56469.5088;protein;all
1904;b3567;0;1;1;56469.7561;protein;all
1392;b2312;0;1;1;56487.3932;protein;all
1196;b2277;0;1;1;56523.8695;protein;all
539;b0123;0;2;2;56555.5463;protein;all
1522;b0040;0;2;2;56586.6199;protein;all
1668;b1621;0;1;1;56626.329;protein;all
491;b1927;0;1;1;56638.6894;protein;all
1784;b1186;0;1;1;56727.7178;protein;all
1383;b4087;0;1;1;56744.2576;protein;all
1252;b3426;0;1;1;56749.8374;protein;all
1446;b2486;0;1;1;56766.4942;protein;all
1556;b1263;0;2;2;56869.2708;protein;all
1239;b4033;0;1;1;57012.6925;protein;all
1689;b0657;0;1;1;57065.0926;protein;all
1886;b0074;0;1;1;57297.2413;protein;all
1343;b4006;0;2;2;57328.5567;protein;all
1559;b1264;0;1;1;57493.8178;protein;all
1637;b2167;0;1;1;57518.4742;protein;all
1523;b2890;0;1;1;57602.7406;protein;all
1371;b1487;0;1;1;57640.5001;protein;all
1524;b4129;0;1;1;57825.8878;protein;all
1155;b0978;0;1;1;57919.1659;protein;all
1181;b1225;0;1;1;58065.7884;protein;all
677;b2502;0;2;2;58135.2891;protein;all
1158;b0733;0;1;1;58204.3868;protein;all
823;b2688;0;1;1;58268.6149;protein;all
593;b0688;0;1;1;58360.2444;protein;all
1177;b1467;0;1;1;58557.2722;protein;all
1227;b0037;0;3;3;58558.4533;protein;all
1387;b2507;0;1;1;58678.5323;protein;all
1787;b3476;0;1;1;58718.2725;protein;all
1567;b2975;0;3;3;58919.417;protein;all
1217;b2241;0;1;1;58957.589;protein;all
763;b0594;0;1;1;59111.4352;protein;all
1566;b3603;0;3;3;59167.4396;protein;all
1723;b0698;0;1;1;59188.4175;protein;all
1305;b4067;0;2;2;59196.4039;protein;all
1134;b0160;0;2;2;59382.2185;protein;all
1875;b0067;0;1;1;59532.4599;protein;all
464;rf3;0;1;1;59573.4;protein;all
674;b3403;0;1;1;59642.7499;protein;all
1048;b1329;0;1;1;59899.437;protein;all
67;gdp * rf3;4;1;5;60016.4;assembly;all
45;gtp * rf3;2;84;86;60096.4;assembly;all
748;b4122;0;1;1;60104.6108;protein;all
751;b2210;0;2;2;60228.8987;protein;all
672;b4014;0;1;1;60272.8536;protein;all
1365;b3544;0;1;1;60292.9567;protein;all
747;b1612;0;1;1;60297.8667;protein;all
810;b2574;0;4;4;60336.7152;protein;all
1386;b2780;0;1;1;60373.4411;protein;all
1879;b3671;0;1;1;60439.91;protein;all
1697;b0480;0;17;17;60823.2391;protein;all
1051;b1243;0;1;1;60898.1604;protein;all
565;b0063;0;3;3;61088.7214;protein;all
802;b2264;0;2;2;61366.3073;protein;all
867;b0052 * b2564;1;1;2;61497.366;assembly;all
996;b4025;0;1;1;61529.0037;protein;all
1753;b3447;0;1;1;61767.2137;protein;all
1582;b4136;0;4;4;61794.3441;protein;all
1114;b0650;0;1;1;61985.5411;protein;all
1256;b0871;0;1;1;62010.6986;protein;all
1720;b3679;0;1;1;62084.2046;protein;all
524;b0347;0;2;2;62184.9812;protein;all
1153;b1805;0;10;10;62331.2346;protein;all
1165;b2994;0;1;1;62490.4046;protein;all
1736;b2257;0;1;1;62541.7688;protein;all
488;b0674;0;1;1;62658.2816;protein;all
1154;b1701;0;10;10;62758.6456;protein;all
1532;b0886;0;1;1;62919.3832;protein;all
1881;b0077;0;1;1;62983.6301;protein;all
680;b1479;0;1;1;63196.5875;protein;all
777;b3835;0;1;1;63201.9661;protein;all
1447;b2487;0;1;1;63382.7562;protein;all
1514;b0680;0;1;1;63477.1448;protein;all
583;b2416;0;13;13;63561.0983;protein;all
1838;b1197;0;1;1;63635.9564;protein;all
1535;b0194;0;1;1;63691.8334;protein;all
622;b3519;0;1;1;63695.933;protein;all
1073;b3665;0;1;1;63738.6276;protein;all
1804;b3546;0;2;2;63803.636;protein;all
623;b4239;0;1;1;63836.9039;protein;all
1863;b0084;0;2;2;63876.6545;protein;all
871;b2763;0;1;1;63997.3637;protein;all
1172;b2723;0;1;1;64076.3978;protein;all
1264;b0723;0;1;1;64421.1307;protein;all
1505;b0914;0;32;32;64459.9792;protein;all
1257;b2133;0;2;2;64611.5553;protein;all
1333;b1851;0;1;1;64638.3097;protein;all
1500;b1876;0;1;1;64682.2167;protein;all
998;b0507;0;1;1;64731.0383;protein;all
591;b2802;0;1;1;64975.9801;protein;all
1170;b2721;0;1;1;64979.6287;protein;all
1533;b0887;0;1;1;65055.3721;protein;all
1691;b0657 * b1677;1;1;2;65388.4867;assembly;all
1865;b3771;0;2;2;65530.8741;protein;all
1508;b1866;0;1;1;65912.6907;protein;all
728;b4154;0;1;1;65970.8803;protein;all
985;b0115;0;1;1;66095.2674;protein;all
1162;b0973;0;1;1;66252.6147;protein;all
872;b2764;0;1;1;66268.9886;protein;all
1734;b3350;0;1;1;66410.3721;protein;all
1197;b2278;0;1;1;66437.2898;protein;all
732;b3729;0;1;1;66893.5317;protein;all
879;b0420;0;1;1;67616.1566;protein;all
156;cystrna * eftu * gtp;1;1;2;67648.1;assembly;all
1735;b0047;0;1;1;67795.0488;protein;all
184;eftu * glytrna * gtp;1;1;2;67804.1;assembly;all
1329;b1252 * b3005 * b3006;1;7;8;67907.8181;assembly;all
240;eftu * glntrna * gtp;1;1;2;67930;assembly;all
1769;b3599;0;1;1;67971.4753;protein;all
1205;b2286;0;1;1;68235.3024;protein;all
205;eftu * gtp * lystrna;1;1;2;68247.4;assembly;all
170;eftu * glutrna * gtp;1;1;2;68247.5;assembly;all
261;eftu * gtp * thrtrna;1;1;2;68292.5;assembly;all
226;asntrna * eftu * gtp;1;1;2;68302.4;assembly;all
275;eftu * gtp * trptrna;1;1;2;68331.5;assembly;all
1273;b0679;0;1;1;68346.0661;protein;all
268;eftu * gtp * valtrna;1;1;2;68352.5;assembly;all
177;eftu * gtp * phetrna;1;1;2;68354;assembly;all
108;alatrna * eftu * gtp;1;1;2;68393.5;assembly;all
1330;b3966;0;1;1;68406.2387;protein;all
212;eftu * emettrna * gtp;1;1;2;68597.6;assembly;all
247;argtrna * eftu * gtp;1;1;2;68658.7;assembly;all
163;asptrna * eftu * gtp;1;1;2;68684.6;assembly;all
233;eftu * gtp * protrna;1;1;2;68715.7;assembly;all
198;eftu * gtp * iletrna;1;1;2;68724.7;assembly;all
465;selB;0;1;1;68866.6;protein;all
616;b0403;0;5;5;69040.1726;protein;all
1684;b0829;0;1;1;69113.1954;protein;all
1254;b0888 * b0888;1;1;2;69245.273;assembly;all
1732;b3747;0;1;1;69293.2909;protein;all
473;gdp * selB;0;1;1;69309.6;assembly;all
553;b0335;0;1;1;69350.1066;protein;all
466;gtp * selB;2;0;2;69389.6;assembly;all
1751;b0731;0;1;1;69667.0732;protein;all
817;b3990 * b3991;1;1;2;70215.4107;assembly;all
1409;b0153;0;1;1;70422.2031;protein;all
710;b2988;0;2;2;70531.0949;protein;all
1681;b4213;0;8;8;70831.3216;protein;all
801;b3994;0;1;1;70849.5592;protein;all
1864;b0635;0;2;2;70855.7153;protein;all
739;b0728 * b0729;1;1;2;71169.2892;assembly;all
191;eftu * gtp * histrna;1;1;2;71180.2;assembly;all
282;eftu * gtp * tyrtrna;1;1;2;71180.2;assembly;all
1880;b3670 * b3671;1;1;2;71545.5494;assembly;all
1551;b1260 * b1261;1;1;2;71706.3447;assembly;all
852;b1812 * b3360;1;1;2;71740.5538;assembly;all
219;eftu * gtp * leutrna;1;1;2;71963.6;assembly;all
1397;b4069;0;1;1;72092.7077;protein;all
1722;b0697;0;1;1;72198.3227;protein;all
1335;b2935;0;2;2;72210.9049;protein;all
1873;b0071 * b0072;1;1;2;72368.4976;assembly;all
1442;b2482;0;1;1;72582.1781;protein;all
254;eftu * gtp * sertrna;1;1;2;72944.3;assembly;all
1336;b2465;0;2;2;73041.8293;protein;all
1850;b4392;0;4;4;73352.2971;protein;all
983;b3431;0;1;1;73575.7647;protein;all
1583;b3781 * b4136;1;1;2;73600.826;assembly;all
890;b2411;0;1;1;73605.1715;protein;all
1625;b2155;0;1;1;73894.7928;protein;all
1713;b2938;0;1;1;73897.6193;protein;all
1537;b1719;0;1;1;74013.4825;protein;all
472;efts * eftu * gdp;1;1;2;74148.6;assembly;all
1894;b2255;0;2;2;74287.9803;protein;all
1190;b0431;0;1;1;74367.0155;protein;all
1808;b2199 * b2200 * b2201;1;1;2;74556.4868;assembly;all
1629;b3571;0;1;1;75711.7413;protein;all
1485;b0314;0;1;1;75841.2563;protein;all
1526;b2114;0;1;1;76253.8413;protein;all
1515;b3559;0;1;1;76812.0045;protein;all
1476;b3469;0;6;6;76838.9583;protein;all
501;b2341;0;16;16;77071.2984;protein;all
648;b2297;0;2;2;77171.188;protein;all
1584;b2582 * b4136;1;1;2;77348.949;assembly;all
463;efg;0;1;1;77580.4;protein;all
658;b2917;0;1;1;77870.3498;protein;all
664;b2095 * b2096;1;1;2;77919.7524;assembly;all
82;efg * gdp;460;1;461;78023.4;assembly;all
80;efg * gtp;2;460;462;78103.4;assembly;all
1676;b0809 * b0810 * b0811;1;1;2;78284.4278;assembly;all
661;b3132 * b3137;1;1;2;78485.1813;assembly;all
628;b3416;0;4;4;78502.5889;protein;all
349;rlmL;1;1;2;78853.2;assembly;all
830;b3650;0;2;2;79341.536;protein;all
1452;b4079;0;2;2;79372.9541;protein;all
715;b2965;0;1;1;79415.2073;protein;all
500;b3846;0;19;19;79592.9534;protein;all
1107;b4238;0;4;4;80021.631;protein;all
1572;b3942;0;1;1;80022.7992;protein;all
1228;b2501;0;2;2;80430.4925;protein;all
1078;b2675;0;1;1;80478.0537;protein;all
673;b2976;0;1;1;80487.5899;protein;all
1494;b0186;0;1;1;80589.3758;protein;all
945;b2836;0;15;15;80699.0443;protein;all
1883;b0077 * b0078;1;1;2;80960.1717;assembly;all
1255;b0888 * b0888 * b3781;1;1;2;81051.7549;assembly;all
1121;b2440 * b2441;1;1;2;81183.7476;assembly;all
1799;b2027 * b2035;1;1;2;81198.0596;assembly;all
1506;b1102;0;1;1;81231.6635;protein;all
1495;b4131;0;1;1;81259.1991;protein;all
1146;b2866;0;1;1;81319.9047;protein;all
1623;b0805;0;1;1;81959.0396;protein;all
1630;b0584;0;1;1;82105.8793;protein;all
1627;b0150;0;1;1;82181.249;protein;all
716;b0693;0;1;1;82414.8381;protein;all
681;b2463;0;1;1;82416.4419;protein;all
1754;b2132;0;1;1;83459.0619;protein;all
411;relA;1;20;21;83874.6;assembly;all
414;ppGppp * relA;21;2;23;83874.6;assembly;all
829;b2784;0;2;2;83874.6244;protein;all
1571;b1732;0;1;1;84161.5419;protein;all
997;b3432;0;1;1;84335.8412;protein;all
1743;b1386;0;3;3;84377.6245;protein;all
705;b4117;0;1;1;84424.2842;protein;all
1609;b3409;0;1;1;84472.7003;protein;all
1011;b3829;0;1;1;84672.4709;protein;all
1031;b2519;0;2;2;85065.8962;protein;all
1616;b4291;0;1;1;85320.5409;protein;all
514;b0903;0;1;1;85356.2412;protein;all
1085;b2234;0;1;1;85774.2591;protein;all
847;b3551;0;2;2;85849.6589;protein;all
518;b3114;0;1;1;85934.5257;protein;all
1437;b3951;0;1;1;85958.7332;protein;all
1315;b0124;0;1;1;86746.3046;protein;all
1528;b1713;0;1;1;87377.0775;protein;all
1869;b2893 * b4136;1;1;2;87415.7337;assembly;all
981;b1702;0;1;1;87434.0998;protein;all
908;b2751 * b2752;1;1;2;87745.7207;assembly;all
1527;b0484;0;1;1;87872.1304;protein;all
1488;b3940;0;2;2;88886.5957;protein;all
1275;b1872;0;1;1;88962.9402;protein;all
1487;b0002;0;2;2;89119.2202;protein;all
585;b0221;0;8;8;89223.3748;protein;all
1870;b0604 * b4136;1;1;2;89289.0167;assembly;all
1152;b1094 * b2836;1;1;2;89338.4608;assembly;all
1915;b1857 * b1858 * b1859;1;1;2;89372.4399;assembly;all
1247;b1587;0;1;1;89778.9705;protein;all
