index;label;degree_in;degree_out;degree_total;weight;compound_type;domain
2405;frdp;1;3;4;382.1310265;metabolite;all
318;ahcys;19;1;20;384.1215887;metabolite;all
2034;acmalt;1;0;1;384.1267762;metabolite;all
2625;dcdp;3;1;4;387.0232669;metabolite;all
2633;dudp;3;1;4;388.0072825;metabolite;all
2086;prpp;3;10;13;389.951815;metabolite;all
2327;amob;1;0;1;398.1128808;metabolite;all
317;amet;1;23;24;398.1372388;metabolite;all
2631;dtdp;3;1;4;402.0229326;metabolite;all
2319;4ppcys;1;1;2;402.0861879;metabolite;all
2622;cdp;2;3;5;403.0181816;metabolite;all
2151;udp;13;3;16;404.0021971;metabolite;all
2617;dadp;3;1;4;411.0345003;metabolite;all
2655;didp;1;0;1;412.0185159;metabolite;all
2150;tre6p;2;2;4;422.082542;metabolite;all
2185;suc6p;1;1;2;422.082542;metabolite;all
3285;malt6p;1;0;1;422.082542;metabolite;all
2338;thmpp;2;2;4;425.0444196;metabolite;all
2420;aps;1;1;2;427.0198993;metabolite;all
315;adp;256;5;261;427.0294149;metabolite;all
2349;pap;3;1;4;427.0294149;metabolite;all
2628;dgdp;3;1;4;427.0294149;metabolite;all
2619;idp;2;0;2;428.0134305;metabolite;all
3054;fe3dcit[p];1;1;2;433.9436382;metabolite;all
3055;fe3dcit[e];0;1;1;433.9436382;metabolite;all
2274;seramp;1;1;2;434.0951128;metabolite;all
2252;gtspmd;1;1;2;434.2311392;metabolite;all
470;gdp;18;5;23;443.0243296;metabolite;all
3143;gdp[e];0;1;1;443.0243296;metabolite;all
3144;gdp[p];1;0;1;443.0243296;metabolite;all
2358;dhf;2;1;3;443.1553314;metabolite;all
2666;xdp;1;0;1;444.0083451;metabolite;all
2305;thf;8;2;10;445.1709815;metabolite;all
2808;25aics;1;1;2;454.0737087;metabolite;all
2363;fmn;12;3;15;456.1046149;metabolite;all
2432;methf;1;1;2;456.1626078;metabolite;all
2304;mlthf;2;4;6;457.1709815;metabolite;all
2404;fmnh2;2;11;13;458.1202649;metabolite;all
2430;5mthf;1;1;2;459.1866315;metabolite;all
2822;dcamp;1;1;2;463.074043;metabolite;all
2626;dctp;2;2;4;466.9895975;metabolite;all
2634;dutp;3;1;4;467.973613;metabolite;all
2431;10fthf;1;5;6;473.1658961;metabolite;all
3088;1agpe180;1;1;2;481.3168395;metabolite;all
2369;dttp;1;2;3;481.9892631;metabolite;all
2289;ctp;2;13;15;482.9845121;metabolite;all
2273;23dhba;1;1;2;483.0791284;metabolite;all
2368;utp;1;5;6;483.9685277;metabolite;all
2623;datp;2;2;4;491.0008308;metabolite;all
2648;ditp;1;2;3;491.9848464;metabolite;all
2334;ahdt;1;2;3;494.9957455;metabolite;all
2180;malttr;2;2;4;504.1690349;metabolite;all
3288;malttr[p];1;1;2;504.1690349;metabolite;all
3289;malttr[e];0;1;1;504.1690349;metabolite;all
2421;paps;1;2;3;506.9862298;metabolite;all
313;atp;4;355;359;506.9957455;metabolite;all
2629;dgtp;2;2;4;506.9957455;metabolite;all
2618;itp;1;3;4;507.979761;metabolite;all
2290;4c2me;1;1;2;521.0811757;metabolite;all
413;gtp;2;49;51;522.9906601;metabolite;all
3200;gtp[e];0;1;1;522.9906601;metabolite;all
3201;gtp[p];1;0;1;522.9906601;metabolite;all
2660;xtp;1;2;3;523.9746757;metabolite;all
3528;udpLa4o;1;1;2;534.0288058;metabolite;all
3533;udpLa4n;1;1;2;535.0604403;metabolite;all
2373;ckdo;1;3;4;543.1101538;metabolite;all
1950;dtdp4d6dm;1;1;2;546.0651913;metabolite;all
2258;dtdp4d6dg;1;2;3;546.0651913;metabolite;all
2259;dtdp4addg;1;1;2;547.0968258;metabolite;all
1951;dtdprmn;1;1;2;548.0808414;metabolite;all
2412;adprib;1;1;2;559.0716737;metabolite;all
2566;prbamp;1;1;2;559.0716737;metabolite;all
2261;ppp9;2;1;3;562.2580056;metabolite;all
3534;udpLa4fn;1;1;2;563.0553549;metabolite;all
2370;dtdpglu;1;1;2;564.075756;metabolite;all
2839;arbtn-fe3[p];1;1;2;564.2278872;metabolite;all
2840;arbtn-fe3;2;3;5;564.2278872;metabolite;all
2844;arbtn-fe3[e];0;1;1;564.2278872;metabolite;all
1970;udpg;1;11;12;566.0550206;metabolite;all
2152;udpgal;2;2;4;566.0550206;metabolite;all
2661;udpgalfur;1;1;2;566.0550206;metabolite;all
3526;udpgal[e];0;1;1;566.0550206;metabolite;all
3527;udpgal[p];1;0;1;566.0550206;metabolite;all
3531;udpg[e];0;1;1;566.0550206;metabolite;all
3532;udpg[p];1;0;1;566.0550206;metabolite;all
2260;pppg9;2;2;4;568.3049558;metabolite;all
2567;prfp;1;1;2;577.0822384;metabolite;all
2561;prlp;1;1;2;577.0822384;metabolite;all
1971;udpglcur;1;2;3;580.0342851;metabolite;all
3529;udpglcur[e];0;1;1;580.0342851;metabolite;all
3530;udpglcur[p];1;0;1;580.0342851;metabolite;all
183;glytrna;1;1;2;580.0832467;RNA;all
2635;gdpddman;1;1;2;587.0665883;metabolite;all
2555;adpglc;1;1;2;589.0822384;metabolite;all
3191;gdpfuc;1;0;1;589.0822384;metabolite;all
2757;dtdp4aaddg;1;1;2;589.1073905;metabolite;all
2300;2p4c2me;1;1;2;601.0475063;metabolite;all
2364;ppgpp;2;1;3;602.9569906;metabolite;all
2367;gdpmann;1;3;4;605.077153;metabolite;all
3450;udpacgal;0;1;1;607.0815697;metabolite;all
3524;udpacgal[e];0;1;1;607.0815697;metabolite;all
3525;udpacgal[p];1;0;1;607.0815697;metabolite;all
2191;uacgam;1;6;7;607.0815697;metabolite;all
2647;uacmam;1;1;2;607.0815697;metabolite;all
3521;uacgam[e];0;1;1;607.0815697;metabolite;all
3522;uacgam[p];1;0;1;607.0815697;metabolite;all
253;sertrna;1;1;2;610.0938114;RNA;all
2943;sertrna(sec);1;1;2;610.0938114;RNA;all
2409;gthox;4;1;5;612.1519625;metabolite;all
3194;gthox[e];0;1;1;612.1519625;metabolite;all
3195;gthox[p];1;0;1;612.1519625;metabolite;all
3076;feoxam[p];1;1;2;613.2648249;metabolite;all
3077;feoxam;2;3;5;613.2648249;metabolite;all
3079;feoxam[e];0;1;1;613.2648249;metabolite;all
2402;pheme;1;2;3;616.177293;metabolite;all
3414;pheme[p];1;1;2;616.177293;metabolite;all
3415;pheme[e];1;0;1;616.177293;metabolite;all
2649;adphep-DD;1;1;2;619.092803;metabolite;all
2650;adphep-LD;1;4;5;619.092803;metabolite;all
232;protrna;1;1;2;620.1145468;RNA;all
2779;uacmamu;1;1;2;621.0608342;metabolite;all
260;thrtrna;1;1;2;624.1094614;RNA;all
225;asntrna;1;1;2;637.1047104;RNA;all
162;asptrna;1;1;2;638.088726;RNA;all
2299;2oph;1;2;3;638.5426669;metabolite;all
204;lystrna;1;1;2;651.156746;RNA;all
2294;2ohph;2;1;3;654.5375815;metabolite;all
3047;minohp;0;1;1;659.8613712;metabolite;all
3323;minohp[e];0;1;1;659.8613712;metabolite;all
3324;minohp[p];1;0;1;659.8613712;metabolite;all
190;histrna;1;1;2;660.1206948;RNA;all
2264;cpppg3;1;2;3;660.3159144;metabolite;all
1969;nad;50;65;115;664.1163983;metabolite;all
2359;dnad;1;1;2;665.1004138;metabolite;all
1967;nadh;62;47;109;665.1247719;metabolite;all
2179;maltttr;4;2;6;666.2218584;metabolite;all
3290;maltttr[p];1;1;2;666.2218584;metabolite;all
3291;maltttr[e];0;1;1;666.2218584;metabolite;all
2556;glycogen;2;2;4;666.2218584;metabolite;all
2295;2omph;1;2;3;668.5532315;metabolite;all
2275;enter;4;3;7;669.1442172;metabolite;all
3073;enter[p];1;1;2;669.1442172;metabolite;all
3074;enter[e];1;0;1;669.1442172;metabolite;all
176;phetrna;1;1;2;670.1301969;RNA;all
2954;sectrna;1;0;1;674.0154181;RNA;all
1957;uaccg;1;1;2;677.087049;metabolite;all
1958;uamr;1;3;4;679.102699;metabolite;all
2306;3ophb;1;1;2;682.5324961;metabolite;all
2365;gdptp;1;1;2;682.9233211;metabolite;all
2360;dpcoa;1;2;3;687.1488784;metabolite;all
2228;lipidX;1;1;2;711.4322632;metabolite;all
2558;prbatp;1;1;2;719.0043347;metabolite;all
3027;feenter;2;4;6;719.0338502;metabolite;all
3072;feenter[p];1;1;2;719.0338502;metabolite;all
3075;feenter[e];0;1;1;719.0338502;metabolite;all
2313;octdp;1;2;3;722.4440278;metabolite;all
2168;q8;6;16;22;726.5587108;metabolite;all
3066;fecrm[p];1;1;2;740.2302303;metabolite;all
3067;fecrm;2;3;5;740.2302303;metabolite;all
3069;fecrm[e];0;1;1;740.2302303;metabolite;all
1925;nadp;62;21;83;744.0827288;metabolite;all
1923;nadph;20;61;81;745.0911024;metabolite;all
2682;uama;1;1;2;750.1398128;metabolite;all
267;valtrna;1;1;2;756.176867;RNA;all
155;cystrna;1;1;2;760.1176379;RNA;all
308;coa;39;32;71;767.115209;metabolite;all
197;iletrna;1;1;2;770.1925171;RNA;all
218;leutrna;1;1;2;770.1925171;RNA;all
1953;fad;8;12;20;785.1571346;metabolite;all
239;glntrna;1;1;2;785.1670306;RNA;all
169;glutrna;1;2;3;786.1510462;RNA;all
1955;fadh2;12;7;19;787.1727847;metabolite;all
2897;mettrna;1;1;2;788.148938;RNA;all
3520;u3hga;1;1;2;791.2642851;metabolite;all
306;accoa;12;24;36;809.1257736;metabolite;all
246;argtrna;1;1;2;813.2095641;RNA;all
2898;fmettrna;1;0;1;816.1438526;RNA;all
281;tyrtrna;1;1;2;820.1717816;metabolite;all
2013;ppcoa;3;3;6;823.1414237;metabolite;all
2193;u3aga;1;1;2;833.2748497;metabolite;all
2130;b2coa;2;0;2;835.1414237;metabolite;all
2620;ap4a;0;1;1;836.0482652;metabolite;all
2266;uppg3;1;2;3;836.2752313;metabolite;all
2028;btcoa;2;1;3;837.1570738;metabolite;all
2407;hemeO;1;0;1;838.3756585;metabolite;all
274;trptrna;1;1;2;843.187766;RNA;all
2380;udcpp;4;3;7;846.665498;metabolite;all
3523;udcpp[p];0;1;1;846.665498;metabolite;all
1980;aacoa;3;1;4;851.1363383;metabolite;all
2201;malcoa;1;1;2;853.1156029;metabolite;all
1979;3hbcoa;0;2;2;853.1519884;metabolite;all
2411;hmbil;1;1;2;854.285796;metabolite;all
2394;scl;1;1;2;862.2908814;metabolite;all
2131;hx2coa;2;0;2;863.1727238;metabolite;all
2267;dscl;1;1;2;864.3065315;metabolite;all
2172;mmcoa-S;1;1;2;867.131253;metabolite;all
2198;mmcoa-R;1;1;2;867.131253;metabolite;all
2205;succoa;3;4;7;867.131253;metabolite;all
2659;gp4g;0;1;1;868.0380944;metabolite;all
1982;3ohcoa;1;1;2;879.1676385;metabolite;all
2680;uamag;1;1;2;879.1824059;metabolite;all
1981;3hhcoa;0;2;2;881.1832885;metabolite;all
2068;phaccoa;1;0;1;885.1570738;metabolite;all
2133;oc2coa;2;0;2;891.204024;metabolite;all
2692;ctbtcoa;2;1;3;893.2065494;metabolite;all
2132;occoa;2;2;4;893.219674;metabolite;all
2739;bbtcoa;0;1;1;895.2221995;metabolite;all
1984;3oocoa;1;1;2;907.1989386;metabolite;all
2344;pmcoa;0;1;1;909.1782031;metabolite;all
1983;3hocoa;0;2;2;909.2145886;metabolite;all
2688;crncoa;3;2;5;911.2171141;metabolite;all
2621;ap5a;0;1;1;916.0145957;metabolite;all
2403;sheme;1;0;1;916.2101688;metabolite;all
2135;dc2coa;2;0;2;919.2353241;metabolite;all
1986;3odcoa;1;1;2;935.2302387;metabolite;all
1994;3oodcoa;1;1;2;935.2302387;metabolite;all
1985;3hdcoa;0;2;2;937.2458888;metabolite;all
2137;dd2coa;2;0;2;947.2666242;metabolite;all
2136;ddcacoa;2;2;4;949.2822743;metabolite;all
1988;3oddcoa;1;1;2;963.2615388;metabolite;all
1987;3hddcoa;0;2;2;965.2771889;metabolite;all
2353;sbzcoa;1;1;2;971.1574677;metabolite;all
2139;td2coa;3;0;3;975.2979243;metabolite;all
2138;tdcoa;2;2;4;977.3135744;metabolite;all
0;mRNAcodonUAG;0;1;1;990;RNA;all
69;mRNAcodonUAA;0;2;2;990;RNA;all
73;mRNAcodonUGA;0;1;1;990;RNA;all
109;mRNAcodonala;1;1;2;990;RNA;all
157;mRNAcodoncys;1;1;2;990;RNA;all
164;mRNAcodonasp;1;1;2;990;RNA;all
171;mRNAcodonglu;1;1;2;990;RNA;all
178;mRNAcodonphe;1;1;2;990;RNA;all
185;mRNAcodongly;1;1;2;990;RNA;all
192;mRNAcodonhis;1;1;2;990;RNA;all
199;mRNAcodonile;1;1;2;990;RNA;all
206;mRNAcodonlys;1;1;2;990;RNA;all
213;mRNAcodonmet;1;1;2;990;RNA;all
220;mRNAcodonleu;1;1;2;990;RNA;all
227;mRNAcodonasn;1;1;2;990;RNA;all
234;mRNAcodonpro;1;1;2;990;RNA;all
241;mRNAcodongln;1;1;2;990;RNA;all
248;mRNAcodonarg;1;1;2;990;RNA;all
255;mRNAcodonser;1;1;2;990;RNA;all
262;mRNAcodonthr;1;1;2;990;RNA;all
269;mRNAcodonval;1;1;2;990;RNA;all
276;mRNAcodontrp;1;1;2;990;RNA;all
283;mRNAcodontyr;1;1;2;990;RNA;all
295;ShineDalgarnomRNA - cap5 - mRNAcodonMet;0;1;1;990;assembly;all
302;cap5 - mRNAcodonMet;0;1;1;990;assembly;all
1964;malthx;6;3;9;990.3275052;metabolite;all
3282;malthx[p];1;1;2;990.3275052;metabolite;all
3283;malthx[e];0;1;1;990.3275052;metabolite;all
1990;3otdcoa;1;1;2;991.292839;metabolite;all
1989;3htdcoa;0;2;2;993.308489;metabolite;all
2141;hdd2coa;3;0;3;1003.329224;metabolite;all
2140;pmtcoa;2;2;4;1005.344875;metabolite;all
2229;u23ga;1;2;3;1017.457565;metabolite;all
1992;3ohdcoa;1;1;2;1019.324139;metabolite;all
1991;3hhdcoa;0;2;2;1021.339789;metabolite;all
2143;od2coa;3;0;3;1031.360525;metabolite;all
2142;stcoa;1;2;3;1033.376175;metabolite;all
2361;2tpr3dpcoa;1;0;1;1059.090129;metabolite;all
2772;unaga;1;1;2;1129.711201;metabolite;all
2381;ugmda;1;1;2;1193.341426;metabolite;all
2329;adocbi;1;1;2;1239.583194;metabolite;all
2330;adocbip;1;1;2;1319.549524;metabolite;all
2230;lipidAds;1;1;2;1324.887631;metabolite;all
2352;cbl1;1;1;2;1329.572151;metabolite;all
2877;cbl1[p];1;1;2;1329.572151;metabolite;all
2878;cbl1[e];0;1;1;1329.572151;metabolite;all
2758;unagamu;1;1;2;1346.769838;metabolite;all
2291;lipidA;1;1;2;1404.853962;metabolite;all
2332;adocbl;3;0;3;1578.65834;metabolite;all
2801;adocbl[p];1;1;2;1578.65834;metabolite;all
2802;adocbl[e];0;1;1;1578.65834;metabolite;all
3338;kdolipid4;1;1;2;1624.912264;metabolite;all
2331;agdpcbi;1;1;2;1664.596959;metabolite;all
2382;uagmda;1;1;2;1715.971057;metabolite;all
3020;kdo2lipid4;1;3;4;1844.970567;metabolite;all
3248;kdo2lipid4[p];1;1;2;1844.970567;metabolite;all
3249;kdo2lipid4[e];1;0;1;1844.970567;metabolite;all
2582;uaagmda;1;2;3;1919.05043;metabolite;all
3021;kdo2lipid4L;1;1;2;2027.137632;metabolite;all
3022;lipa;1;5;6;2237.335998;metabolite;all
3259;lipa[p];1;1;2;2237.335998;metabolite;all
3262;lipa[e];1;0;1;2237.335998;metabolite;all
3025;enlipa[p];0;1;1;2360.344528;metabolite;all
3026;enlipa[e];1;0;1;2360.344528;metabolite;all
3399;enlipa;2;0;2;2360.344528;metabolite;all
369;rpmH;0;1;1;5380.3;assembly;all
330;prerpmG;0;1;1;6371.5;assembly;all
331;rpmG;1;1;2;6371.5;assembly;all
368;rpmF;0;1;1;6446.3;assembly;all
455;rmf;1;1;2;6507.4;assembly;all
367;rpmD;0;1;1;6541.7;assembly;all
366;rpmC;0;1;1;7273.4;assembly;all
382;rpmI;0;1;1;7288.8;assembly;all
821;b4407;0;1;1;7311.2128;protein;all
291;if1;1;4;5;8249.5;protein;all
1291;b3737;0;1;1;8256.0356;protein;all
1690;b1677;0;1;1;8323.3941;protein;all
407;rpsU;0;1;1;8499.9;assembly;all
631;b1094;0;4;4;8639.4165;protein;all
319;prerpsR;0;1;1;8986.3;assembly;all
320;rpsR;1;1;2;8986.3;assembly;all
379;rpmB;0;1;1;9006.4;assembly;all
582;b2415;0;13;13;9119.2594;protein;all
378;rpmA;0;1;1;9124.4;assembly;all
920;b3610;0;3;3;9137.3986;protein;all
388;rpsP;0;1;1;9190.4;assembly;all
390;rpsT;0;1;1;9684.3;assembly;all
913;b0849;0;3;3;9684.7372;protein;all
387;rpsQ;0;1;1;9704.3;assembly;all
1659;b2093;0;1;1;10221.9412;protein;all
386;rpsO;0;1;1;10268.6;assembly;all
398;rpsS;0;1;1;10430.2;assembly;all
742;b0617;0;1;1;10689.1593;protein;all
377;rplY;0;1;1;10693.3;assembly;all
458;hpf;1;1;2;10750.1;assembly;all
1198;b2279;0;1;1;10844.8939;protein;all
1427;b4194;0;1;1;10895.5026;protein;all
1878;b3670;0;1;1;11105.6394;protein;all
364;rplW;0;1;1;11199;assembly;all
365;rplX;0;1;1;11316.1;assembly;all
574;b2540;0;1;1;11328.6531;protein;all
869;b1308;0;1;1;11475.1766;protein;all
1211;b3029;0;2;2;11532.276;protein;all
362;rplU;0;1;1;11564.2;assembly;all
400;rpsJ;0;1;1;11735.4;assembly;all
924;b3781;0;7;7;11806.4819;protein;all
1188;b0429;0;1;1;12029.3367;protein;all
1581;b3425;0;1;1;12082.3382;protein;all
363;rplV;0;1;1;12226.1;assembly;all
1347;b0573;0;1;1;12251.0239;protein;all
1213;b3366;0;1;1;12283.8616;protein;all
324;prerplL;0;1;1;12295.1;assembly;all
325;rplL;1;1;2;12295.1;assembly;all
376;rplR;0;1;1;12769.5;assembly;all
460;pY;1;1;2;12784.4;protein;all
1263;b0722;0;1;1;12867.3719;protein;all
918;b1654;0;3;3;12878.6167;protein;all
397;rpsM;0;1;1;13099.2;assembly;all
725;b4151;0;1;1;13106.7709;protein;all
360;rplS;0;1;1;13133.1;assembly;all
943;b4042;0;7;7;13244.525;protein;all
1858;b2704;0;1;1;13303.8888;protein;all
361;rplT;0;1;1;13496.8;assembly;all
357;rplN;0;1;1;13540.9;assembly;all
861;b3058;0;1;1;13619.3617;protein;all
1301;b3739;0;1;1;13631.5484;protein;all
395;rpsL;0;1;1;13736.9;assembly;all
929;b2904;0;1;1;13811.0271;protein;all
811;b0131;0;1;1;13833.5769;protein;all
316;prerpsK;1;1;2;13844.8;assembly;all
396;rpsK;0;1;1;13844.8;assembly;all
808;b2563;0;1;1;14052.1201;protein;all
800;b2303;0;1;1;14081.8582;protein;all
516;b2579;0;1;1;14284.0081;protein;all
1262;b0721;0;1;1;14298.9785;protein;all
359;rplQ;0;1;1;14364.4;assembly;all
399;rpsI;0;1;1;14856;assembly;all
326;prerplK;0;1;1;14875.2;assembly;all
328;rplK;2;1;3;14875.2;assembly;all
1027;b1651;0;1;1;14919.6687;protein;all
799;b0099;0;3;3;14926.8881;protein;all
358;rplO;0;1;1;14980.2;assembly;all
726;b4152;0;1;1;15014.8535;protein;all
1123;b1759;0;2;2;15045.9347;protein;all
1294;b3731;0;1;1;15068.0943;protein;all
401;rbfA;1;1;2;15154.3;assembly;all
309;prerpsF;0;1;1;15186.9;assembly;all
314;rpsF;1;1;2;15186.9;assembly;all
329;prerplP;0;1;1;15281;assembly;all
384;rplP;0;1;1;15281;assembly;all
1845;b3748;0;1;1;15292.3325;protein;all
1019;b1778;0;2;2;15451.0166;protein;all
1093;b2518;0;8;8;15463.2556;protein;all
1327;b3005;0;1;1;15526.8184;protein;all
922;b2582;0;7;7;15554.6049;protein;all
1450;b2490;0;1;1;15576.8106;protein;all
375;rplI;0;1;1;15768.9;assembly;all
1459;b3503;0;1;1;15853.1243;protein;all
356;rplM;0;1;1;16018.3;assembly;all
543;b4090;0;2;2;16073.1342;protein;all
758;b0415;0;1;1;16156.3027;protein;all
1140;b3640;0;1;1;16286.4788;protein;all
1065;b2203;0;1;1;16296.3614;protein;all
1132;b2251;0;3;3;16370.5312;protein;all
1207;b2288;0;1;1;16457.1321;protein;all
1231;b3255;0;1;1;16687.0389;protein;all
778;b2746;0;1;1;16897.3394;protein;all
1660;b2094;0;1;1;16907.2513;protein;all
1026;b0963;0;1;1;16918.3812;protein;all
1148;b2868;0;1;1;16921.5718;protein;all
1144;b0238;0;3;3;16970.3864;protein;all
1103;b0180;0;12;12;17032.757;protein;all
1060;b0340;0;1;1;17048.6279;protein;all
1373;b4244;0;1;1;17120.434;protein;all
1428;b4195;0;1;1;17237.3317;protein;all
1290;b3736;0;1;1;17263.7477;protein;all
798;b1865;0;2;2;17305.5531;protein;all
770;b1134;0;2;2;17432.7138;protein;all
1106;b4237;0;2;2;17445.7237;protein;all
1908;b3577;0;1;1;17515.656;protein;all
304;prerpsE;0;1;1;17603.2;assembly;all
307;rpsE;1;1;2;17603.2;assembly;all
1587;b2480;0;2;2;17633.7313;protein;all
1602;b1646;0;1;1;17680.7756;protein;all
373;rplJ;0;1;1;17711.4;assembly;all
1352;b0523;0;1;1;17780.1078;protein;all
835;b3634;0;1;1;17836.4355;protein;all
1882;b0078;0;1;1;17976.5416;protein;all
858;b0048;0;1;1;17999.167;protein;all
794;b0142;0;1;1;18078.5667;protein;all
1058;b0505;0;1;1;18169.3325;protein;all
1135;b4394;0;3;3;18212.4307;protein;all
1271;b2417;0;4;4;18250.8353;protein;all
1664;b2051;0;1;1;18273.248;protein;all
1204;b2285;0;1;1;18589.8475;protein;all
854;b4039;0;1;1;18776.687;protein;all
372;rplF;0;2;2;18903.5;assembly;all
1102;b0954;0;13;13;18968.8386;protein;all
1558;b0388;0;1;1;19150.606;protein;all
1298;b3735;0;1;1;19332.013;protein;all
1025;b2687;0;1;1;19415.9916;protein;all
958;b0418;0;14;14;19417.8997;protein;all
1557;b3390;0;1;1;19537.811;protein;all
561;b3437;0;1;1;19543.0434;protein;all
1104;b2895;0;3;3;19699.9514;protein;all
676;b4226;0;1;1;19703.3153;protein;all
1110;b0684;0;3;3;19736.6991;protein;all
1074;b0469;0;1;1;19858.6157;protein;all
1199;b2280;0;1;1;19874.4052;protein;all
949;b3198;0;1;1;19996.8805;protein;all
393;rpsG;0;1;1;20018.9;assembly;all
534;b0459;0;2;2;20095.7592;protein;all
1145;b0125;0;2;2;20115.0133;protein;all
1590;b1185;0;1;1;20141.9674;protein;all
1448;b2488;0;1;1;20159.1873;protein;all
796;b1993;0;2;2;20163.7742;protein;all
1721;b0696;0;1;1;20266.8934;protein;all
744;b0614;0;1;1;20270.1254;protein;all
1169;b2720;0;1;1;20309.1664;protein;all
896;b2889;0;1;1;20508.0268;protein;all
1037;b0110;0;4;4;20535.9308;protein;all
1200;b2281;0;1;1;20537.5482;protein;all
288;if3;1;4;5;20563.7;protein;all
573;b2539;0;1;1;20578.989;protein;all
1856;b2702;0;1;1;20580.0914;protein;all
402;rimM;1;1;2;20605.2;assembly;all
81;rrf;60;60;120;20638.3;protein;all
474;RimI;1;1;2;20680.3;protein;all
782;b2311;0;1;1;20694.7666;protein;all
950;b1912;0;7;7;20700.3721;protein;all
1054;b4071;0;1;1;20714.2866;protein;all
564;b4094;0;1;1;20729.3504;protein;all
851;b3360;0;1;1;20771.6199;protein;all
592;b2690;0;1;1;20779.5794;protein;all
1855;b0222;0;1;1;20814.5109;protein;all
560;b4268;0;1;1;21003.7502;protein;all
1136;b2954;0;3;3;21038.5825;protein;all
1090;b3397;0;1;1;21152.9129;protein;all
1035;b1488;0;1;1;21212.8056;protein;all
753;b3850;0;2;2;21226.0465;protein;all
1303;b2578;0;2;2;21248.0356;protein;all
1131;b2065;0;1;1;21249.0072;protein;all
875;b0937;0;2;2;21253.0452;protein;all
1570;b1656;0;1;1;21265.4935;protein;all
1128;b2038;0;1;1;21269.8381;protein;all
1683;b0200;0;1;1;21294.0077;protein;all
502;b4477;0;1;1;21390.3435;protein;all
1003;b2023;0;1;1;21652.617;protein;all
1800;b2033;0;1;1;21674.8297;protein;all
334;rsmD;1;1;2;21677.3;assembly;all
1665;b2467;0;1;1;21748.4027;protein;all
809;b3475;0;1;1;21767.5417;protein;all
1742;b0622;0;2;2;21769.2935;protein;all
885;b1277;0;1;1;21835.7247;protein;all
1173;b2724;0;1;1;21873.0606;protein;all
695;b1584;0;2;2;21886.7495;protein;all
1222;b3028;0;3;3;21890.6384;protein;all
812;b1270;0;2;2;21998.6285;protein;all
355;rplD;0;1;1;22086.3;assembly;all
1441;b2481;0;1;1;22154.1544;protein;all
1853;b1193;0;4;4;22226.2858;protein;all
321;prerplC;0;1;1;22243.2;assembly;all
323;rplC;1;1;2;22243.2;assembly;all
1325;b1850;0;2;2;22283.7565;protein;all
905;b2750;0;1;1;22321.0375;protein;all
1017;b0841;0;2;2;22398.3829;protein;all
1712;b3824;0;1;1;22426.493;protein;all
1884;b3823;0;1;1;22473.8321;protein;all
1871;b0071;0;1;1;22487.2053;protein;all
1151;b2498;0;1;1;22532.9976;protein;all
827;b0103;0;1;1;22621.4247;protein;all
1189;b0430;0;1;1;22622.3708;protein;all
580;b1199;0;1;1;22631.5076;protein;all
666;b3062;0;1;1;22679.2148;protein;all
305;rimJ;1;1;2;22687.6;protein;all
1127;b2291;0;6;6;22707.797;protein;all
1249;b1589;0;1;1;22751.5482;protein;all
1008;b2026;0;2;2;22755.554;protein;all
1340;b2914;0;1;1;22860.1279;protein;all
1224;b0895;0;1;1;22868.7377;protein;all
530;b2222;0;1;1;22959.4212;protein;all
946;b0404;0;7;7;22960.8319;protein;all
988;b0825;0;1;1;22996.5558;protein;all
768;b3993;0;1;1;23014.9878;protein;all
1807;b2201;0;1;1;23052.9668;protein;all
1569;b3908;0;1;1;23096.7999;protein;all
1068;b2202;0;2;2;23100.3141;protein;all
1591;b3860;0;1;1;23104.2622;protein;all
1424;b2923;0;2;2;23175.4283;protein;all
1341;b4301;0;1;1;23214.193;protein;all
589;b2738;0;1;1;23222.2055;protein;all
1344;b2500;0;1;1;23237.9959;protein;all
1763;b0198;0;1;1;23255.7965;protein;all
760;b0583;0;1;1;23258.2839;protein;all
793;b0638;0;1;1;23308.2011;protein;all
1022;b4219;0;2;2;23314.7748;protein;all
897;b3041;0;1;1;23353.2335;protein;all
1445;b2485;0;1;1;23361.2372;protein;all
892;b1768;0;1;1;23361.7852;protein;all
333;rsmG;1;1;2;23430.8;assembly;all
523;b3581;0;1;1;23444.486;protein;all
792;b1662;0;1;1;23444.6333;protein;all
1101;b1238;0;2;2;23456.312;protein;all
385;rpsD;0;1;1;23468.8;assembly;all
529;b2221;0;1;1;23525.938;protein;all
989;b3946;0;1;1;23554.9463;protein;all
1396;b3642;0;1;1;23566.7061;protein;all
522;b4196;0;1;1;23577.8052;protein;all
1075;b0474;0;13;13;23585.7353;protein;all
1095;b3648;0;2;2;23592.4243;protein;all
1806;b2200;0;1;1;23618.5137;protein;all
1633;b0494;0;21;21;23621.8715;protein;all
1695;b0875;0;1;1;23702.4879;protein;all
1579;b0339;0;1;1;23763.997;protein;all
588;b2800;0;1;1;23775.0463;protein;all
1096;b1098;0;1;1;23782.8486;protein;all
87;trnacys;5;2;7;23842.1;RNA;all
91;trnagly;5;2;7;23998.1;RNA;all
971;b4395;0;1;1;24064.9577;protein;all
537;b3223;0;1;1;24073.392;protein;all
99;trnagln;5;2;7;24124;RNA;all
813;b0778;0;1;1;24139.2951;protein;all
389;rpsF * rpsR;1;1;2;24173.2;assembly;all
1868;b3790;0;1;1;24220.0712;protein;all
